"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"47","clearance","[59,1]","[256,266,1]"
"48","shield","[60,65,68,58,59,80,74,109,3,89,94,1,123,127]","[270,289,308,225,221,256,417,360,497,2,441,442,455,454,1,547,561]"
"49","shuttle","[60,58,59,3]","[270,225,228,256,265,4]"
"50","commander","[77,103,3,4,118]","[395,491,4,7,14,16,534]"
"51","vader","[49,42,50,129,4,75,77,68]","[165,163,178,177,192,205,204,203,214,215,564,8,6,371,400,401,312,313,310,308]"
"52","han","[42,49,50,9,13,5,125,118,98,4,90,115,75,74,82,69,65,66]","[154,161,175,204,199,50,74,19,557,535,476,7,446,521,479,376,361,420,385,316,285,301]"
"53","emperor","[68,66,75,77,102,116,4,89,50,49,42]","[308,305,306,304,385,397,402,401,409,490,522,11,16,431,529,219,211,207,188,163]"
"54","lando","[112,4,96,132,35,33,21,50,42]","[503,17,460,576,575,140,132,130,117,217,157]"
"55","jabba","[6,7,10,13,14,20,24,5,4]","[28,29,30,37,57,58,60,74,76,86,87,108,113,122,22,18]"
"56","told","[62,60,68,4,123,16,50,49]","[272,271,307,18,548,92,217,193,182,192]"
"57","master","[49,6,8,9,14,16,22,5,73,70,89,77,58,68,69,65]","[166,178,173,28,26,42,49,88,91,90,96,120,19,352,350,348,331,431,409,405,250,254,311,315,309,291]"
"58","luke","[42,49,50,7,8,14,16,20,22,38,5,124,129,121,89,75,73,70,59,58,69,68,64,65,63]","[154,153,162,188,194,193,204,205,215,38,37,42,83,92,100,96,110,120,146,19,551,564,568,538,431,377,370,362,352,348,350,342,331,382,388,261,233,232,315,314,283,285,291,277,279]"
"59","artoo","[50,6,7,9,22,38,5,98,90,110,73,70,65]","[189,28,36,33,39,41,50,120,119,146,148,25,23,24,22,19,477,476,473,446,478,479,501,500,355,352,324,290,291]"
"60","lets","[66,58,59,70,115,98,5,20,38,42]","[303,245,246,264,322,514,472,19,112,150,160]"
"61","threepio","[6,9,25,5,90,73,65]","[28,50,123,19,445,354,345,291,347]"
"62","rush","[5,49]","[24,185]"
"63","wait","[63,68,116,90,5,35,14]","[280,279,312,522,446,24,25,141,82]"
"64","bring","[68,77,116,98,18,16,13,6,49]","[313,395,401,528,471,98,94,76,28,167]"
"65","moment","[66,90,97,13,6]","[304,444,466,63,28]"
"66","good","[42,49,50,7,8,13,20,117,116,121,98,113,74,70,82,77,58,75]","[153,171,196,193,199,198,34,43,74,109,532,529,543,473,509,522,526,361,324,420,401,395,222,237,239,385]"
"67","skywalker","[58,77,89,16,7,50,49]","[253,400,429,92,37,193,165]"
"68","droids","[8,9,7,38]","[43,49,37,150]"
"69","jedi","[89,97,121,16,7,50,49]","[433,466,544,96,92,93,37,215,197,188,177]"
"70","wrong","[75,89,7,50]","[362,378,436,39,195,197]"
"71","hold","[59,75,102,35,8]","[268,392,488,139,138,42]"
"72","speak","[58,16,14,9]","[229,93,86,47]"
"73","leave","[59,77,75,89,129,9,42]","[269,395,382,431,567,566,569,50,155]"
"74","guard","[9]","[50]"
"75","main","[58,78,73,123,9]","[221,411,342,547,50]"
"76","barge","[9]","[51]"
"77","bounty","[10]","[59,54]"
"78","wookiee","[18,16,10]","[98,94,54]"
"79","holding","[96,10]","[458,59]"
"80","kind","[75,94,10]","[368,454,59]"
"81","free","[70,73,27,13]","[322,345,124,63]"
"82","time","[62,80,89,75,109,98,126,13,50,49]","[274,417,431,378,497,479,560,66,219,195,167]"
"83","leia","[42,63,65,69,58,82,73,75,98,115,38,20,13,50]","[161,279,285,317,226,245,422,342,363,371,378,379,478,521,513,146,106,71,212]"
"84","friends","[80,73,103,113,89,121,16,13,50,42]","[417,345,491,508,441,442,440,438,540,95,77,204,157]"
"85","watch","[100,117,13]","[480,530,79]"
"86","chewie","[14,21,33,31,35,90,116,63,60,69,70,58,59,78,74]","[80,117,127,129,125,140,135,139,144,443,522,275,270,318,319,234,243,255,246,261,412,321,320,328,359]"
"87","great","[63,70,89,22,24,20,50,49]","[277,321,433,118,122,108,197,188]"
"88","hate","[77,116,97,121,20]","[408,522,466,543,109]"
"89","long","[70,75,112,20]","[324,372,504,109]"
"90","slowly","[20]","[111]"
"91","thought","[65,77,35,20,50]","[286,404,141,112,197,199]"
"92","make","[75,97,132,20,49]","[376,466,574,575,113,170]"
"93","light","[21]","[114]"
"94","dark","[77,113,89,121,116,124,21,50,49]","[405,509,435,544,529,540,541,551,114,193,187,167]"
"95","close","[112,96,125,21]","[503,504,458,559,117]"
"96","whistles","[22]","[120]"
"97","move","[64,58,115,112,90,98,122,132,35,27]","[281,245,518,503,443,474,469,546,573,142,140,124]"
"98","jump","[80,38]","[418,148]"
"99","sand","[42]","[152]"
"100","hand","[66,42]","[305,153]"
"101","ship","[68,58,59,132,42]","[307,225,236,253,260,575,154]"
"102","dust","[42]","[160]"
"103","father","[63,59,108,103,98,96,42]","[279,265,493,491,478,460,162,161]"
"104","star","[58,108,100,112,123,132,52,42]","[221,493,486,505,504,503,547,573,220,164]"
"105","side","[58,75,77,78,116,113,89,121,124,50,49]","[251,385,405,411,414,529,509,435,543,544,540,541,551,199,205,187,167]"
"106","turn","[75,121,49]","[385,541,544,167]"
"107","yoda","[50,49]","[208,203,197,185,190,173,180,178,177,171]"
"108","points","[49]","[171]"
"109","complete","[77,113,121,49]","[402,509,541,175]"
"110","shakes","[49]","[177]"
"111","father","[49,50,77,75,116,89,97,121,129,124]","[178,181,192,195,193,204,398,400,410,408,374,375,378,526,524,435,432,468,544,569,551,206,205,211]"
"112","ready","[58,49]","[228,246,185]"
"113","path","[50,49]","[213,187]"
"114","pilot","[59,50]","[265,217,197]"
"115","longer","[77,89,112,50]","[400,430,505,205]"
"116","door","[82,118,50]","[420,535,205]"
"117","continuing","[50]","[213]"
"118","mother","[75,50]","[363,369,213]"
"119","desperate","[50]","[213]"
"120","princess","[69,82,115,50]","[317,422,513,213]"
"121","power","[77,75,116,131,124,125,50]","[405,377,378,529,571,551,555,213]"
"122","battle","[103,50,52]","[491,215,217,220]"
"123","general","[65,58,73,70,109,50]","[284,224,245,227,230,342,335,496,216]"
"124","attack","[80,84,102,100,89,96,92,94,123,50]","[416,425,489,487,437,462,452,455,547,219,217]"
"125","admiral","[80,109,96,52]","[415,495,459,220]"
"126","imperial","[58,52]","[225,220]"
"127","moon","[68,58,59,75,113,89]","[312,225,221,265,371,508,441]"
"128","fighters","[58,80,100,96,123,126]","[221,415,486,460,548,560]"
"129","ackbar","[58]","[221]"
"130","generator","[65,58,74,125]","[289,225,360,555]"
"131","smiles","[58]","[229]"
"132","warmly","[58]","[237]"
"133","rebel","[68,58,77,90,89]","[308,252,393,447,441,437]"
"134","controller","[59,60,78]","[255,256,269,270,411]"
"135","piett","[59]","[265,269]"
"136","switch","[63]","[279]"
"137","closer","[64,112]","[281,503]"
"138","scout","[66]","[300]"
"139","guards","[66,82,89]","[305,420,431]"
"140","surprise","[68,84]","[308,425]"
"141","sanctuary","[68,89]","[312,441]"
"142","bows","[68]","[313]"
"143","lightsaber","[77,70,89]","[401,322,434]"
"144","figure","[70]","[322]"
"145","appears","[73]","[342]"
"146","wicket","[74,90]","[359,445]"
"147","scouts","[74]","[360]"
"148","weapons","[74]","[361]"
"149","area","[77]","[393]"
"150","platform","[78]","[411]"
"151","companion","[82]","[424]"
"152","furry","[82]","[424]"
"153","leader","[108,100,96,92,132,117,131,125]","[493,484,463,451,450,449,575,531,572,558]"
"154","fire","[103,96,126]","[492,491,462,560]"
"155","cruisers","[109,96]","[496,462]"
"156","wedge","[100,131,132]","[480,571,574]"
"157","hands","[115]","[521]"
"158","space","[125]","[556]"
"159","surface","[125]","[557]"
"160","destroyer","[126]","[560]"
"161","bridge","[127]","[561]"
